#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
57,Cuba,1102941,191,8526,0,1093508,261,907,23,97485,754,12920253,1141972,11313986,North America
58,Lebanon,1096955,101,10386,2,1081770,378,4799,186,162041,1534,4795578,708398,6769612,Asia
59,Lithuania,1058206,515,9094,2,1023740,1220,25372,35,398882,3428,8247311,3108759,2652927,Europe
60,Tunisia,1040193,0,28550,0,0,0,0,29,86362,2370,4572976,379672,12044547,Africa
61,Finland,1023013,0,3939,0,46000,0,973074,24,184113,709,10720282,1929342,5556445,Europe
62,Slovenia,1010078,968,6592,0,990337,1319,13149,23,485741,3170,2646122,1272504,2079460,Europe
63,Belarus,980345,436,6947,4,928536,0,44862,0,103810,736,13157373,1393252,9443645,Europe
64,Nepal,978810,4,11951,0,966629,17,230,0,32525,397,5636303,187290,30094011,Asia
65,New Zealand,930969,7122,702,6,877888,7966,52379,0,186116,140,7078901,1415186,5002100,Australia/Oceania
66,Bolivia,904974,91,21919,5,858434,381,24621,220,75642,1832,2699040,225599,11963898,South America
67,UAE,898571,261,2302,0,881831,315,14438,0,88891,228,155925308,15424852,10108707,Asia
68,Uruguay,895775,0,7197,0,886654,0,1924,18,256249,2059,6091188,1742468,3495724,South America
69,Ecuador,869696,247,35598,4,0,0,0,759,47964,1963,2470170,136229,18132441,South America
70,Costa Rica,852074,0,8405,0,832853,0,10816,45,164522,1623,4291131,828547,5179102,North America
71,Guatemala,846546,678,17584,18,826602,621,2360,5,45708,949,4454022,240486,18520882,North America
72,Latvia,822013,0,5760,0,808909,0,7344,11,444785,3117,7174863,3882264,1848113,Europe
73,Azerbaijan,792562,4,9709,0,782761,17,92,0,76902,942,6814486,661206,10306140,Asia
74,Panama,776420,932,8184,0,762170,501,6066,8,174915,1844,5873370,1323177,4438839,North America
75,Saudi Arabia,754011,90,9088,2,741673,133,3250,45,21059,254,41892775,1170050,35804252,Asia
76,Sri Lanka,663362,33,16504,0,646125,4,733,0,30744,765,6486117,300599,21577281,Asia
77,Paraguay,649455,0,18870,0,624673,0,5912,2,89057,2588,2623300,359721,7292594,South America
78,Kuwait,631409,0,2555,0,628090,0,764,8,143962,583,8007805,1825789,4385942,Asia
79,Myanmar,612883,19,19434,0,591812,18,1637,0,11128,353,7954939,144435,55076199,Asia
80,Palestine,581940,0,5353,0,576242,0,345,17,109429,1007,3078533,578892,5317979,Asia
81,Dominican Republic,579248,0,4376,0,574601,0,271,6,52437,396,3274131,296391,11046649,North America
82,Estonia,572193,276,2539,1,511039,689,58615,3,430815,1912,3326696,2504731,1328165,Europe
83,Bahrain,568706,339,1475,0,563892,419,3339,3,314281,815,9721489,5372336,1809546,Asia
84,Venezuela,522325,20,5709,1,515675,9,941,230,18464,202,3359014,118740,28288758,South America
85,Moldova,516986,0,11489,0,504142,0,1355,49,128705,2860,3216305,800706,4016836,Europe
86,Egypt,515645,0,24613,0,442182,0,48850,122,4871,233,3693367,34889,105859726,Africa
87,Libya,501904,0,6430,0,490973,0,4501,101,71273,913,2477219,351779,7041981,Africa
88,Cyprus,474267,3786,1020,9,124370,0,348877,60,387658,834,9477138,7746456,1223416,Asia
89,Ethiopia,470568,18,7510,0,455383,3,7675,11,3916,62,4789701,39860,120163659,Africa
90,Mongolia,469885,55,2179,0,313256,0,154450,192,139237,646,4030048,1194186,3374724,Asia
91,Honduras,423179,0,10893,0,132318,0,279968,105,41519,1069,1263329,123949,10192359,North America
92,Armenia,422867,2,8622,0,411050,12,3195,0,142219,2900,3051264,1026200,2973361,Asia
93,Oman,389126,0,4258,0,384243,0,625,4,72818,797,25000000,4678334,5343783,Asia
94,Bosnia and Herzegovina,377087,0,15765,0,192218,0,169104,0,116258,4860,1758191,542059,3243544,Europe
95,Réunion,374295,0,742,0,355605,0,17948,10,412680,818,1603660,1768122,906985,Africa
96,Qatar,364602,42,677,0,363365,79,560,3,129853,241,3440937,1225490,2807805,Asia
97,Kenya,323773,13,5649,0,317960,28,164,0,5788,101,3598809,64340,55934385,Africa
98,Zambia,319702,108,3976,0,315044,354,682,0,16544,206,3427205,177355,19324023,Africa
99,North Macedonia,309571,0,9280,0,299738,0,553,0,148602,4455,2018029,968708,2083218,Europe
100,Botswana,305859,0,2688,0,303026,0,145,1,125437,1102,2026898,831259,2438347,Africa
101,Albania,275107,52,3496,0,271213,28,398,2,95787,1217,1806414,628962,2872057,Europe
102,Algeria,265780,1,6875,0,178355,0,80550,6,5867,152,230861,5097,45297355,Africa
103,Nigeria,255753,37,3143,0,249911,15,2699,11,1187,15,5075820,23557,215469401,Africa
104,Zimbabwe,247875,33,5469,0,241689,46,717,12,16245,358,2256453,147885,15258161,Africa
105,Uzbekistan,238596,19,1637,0,236670,20,289,23,6945,48,1377915,40108,34355279,Asia
106,Luxembourg,237856,0,1064,0,227197,0,9595,3,369009,1651,4227288,6558195,644581,Europe
107,Montenegro,235228,77,2714,0,231778,70,736,6,374441,4320,2452639,3904164,628211,Europe
108,Mozambique,225384,1,2201,0,223113,0,70,13,6860,67,1313202,39970,32854303,Africa
109,Laos,207469,273,744,1,7660,0,199065,0,27780,100,1232128,164978,7468418,Asia
110,Kyrgyzstan,200992,0,2991,0,196400,0,1601,131,29906,445,1907195,283775,6720811,Asia
111,Iceland,185579,0,119,0,75685,0,109775,0,537460,345,1953616,5657916,345289,Europe
112,Maldives,179171,0,298,0,163687,0,15186,25,321134,534,2213831,3967916,557933,Asia
113,Afghanistan,178879,6,7683,0,161883,0,9313,1124,4414,190,944283,23299,40529420,Asia
114,Uganda,164069,0,3596,0,100205,0,60268,2,3391,74,2612795,54008,48378266,Africa
115,El Salvador,162089,0,4128,0,150662,0,7299,8,24762,631,1950448,297960,6545998,North America
116,Ghana,161173,0,1445,0,159691,0,37,1,4996,45,2435846,75512,32257533,Africa
117,Namibia,158733,84,4025,0,153662,0,1046,0,60471,1533,1007690,383889,2624953,Africa
118,Martinique,153253,0,926,0,104,0,152223,8,408966,2471,828928,2212050,374733,North America
119,Trinidad and Tobago,147867,417,3829,5,135209,0,8829,18,105036,2720,704554,500476,1407768,North America
120,Brunei ,141850,102,218,0,140892,181,740,0,318670,490,717784,1612519,445132,Asia
121,Guadeloupe,140130,0,854,0,2250,0,137026,19,350107,2134,938039,2343639,400249,North America
122,Cambodia,136251,5,3056,0,133073,23,122,0,7949,178,2952645,172250,17141647,Asia
123,Jamaica,129978,0,2962,0,83358,0,43658,0,43547,992,996159,333746,2984780,North America
124,Rwanda,129806,7,1459,1,45522,0,82825,0,9588,108,5270395,389289,13538517,Africa
125,Cameroon,119780,0,1927,0,117791,0,62,13,4316,69,1751774,63121,27752511,Africa
126,Taiwan,115870,15136,865,3,25975,0,89030,0,4849,36,14758774,617637,23895529,Asia
127,Angola,99194,0,1900,0,97149,0,145,0,2856,55,1499795,43181,34732793,Africa
128,Malta,91741,136,698,0,87119,360,3924,4,206768,1573,1883103,4244177,443691,Europe
129,DRC,87023,0,1337,0,50930,0,34756,0,921,14,846704,8957,94532588,Africa
130,Senegal,85997,2,1966,0,84015,2,16,0,4900,112,1069522,60943,17549622,Africa
131,Malawi,85781,0,2634,0,82066,0,1081,67,4282,131,574139,28660,20032595,Africa
132,Ivory Coast,81930,0,799,0,81097,0,34,0,2972,29,1500074,54408,27571076,Africa
133,French Guiana,80859,0,395,0,11254,0,69210,2,258485,1263,627211,2005028,312819,South America
134,Suriname,79336,0,1328,0,49401,0,28607,0,133062,2227,235950,395733,596235,South America
135,Channel Islands,74383,0,169,0,73224,0,990,0,420740,956,1252808,7086379,176791,Europe
136,French Polynesia,72720,0,648,0,0,0,0,7,256169,2283,0,0,283875,Australia/Oceania
137,Eswatini,70643,17,1397,0,68860,37,386,11,59760,1182,1015212,858814,1182109,Africa
138,Barbados,70080,518,394,2,65563,478,4123,0,243318,1368,649047,2253495,288018,North America
139,Fiji,64634,0,862,0,62763,0,1009,0,71158,949,507722,558973,908313,Australia/Oceania
140,Madagascar,64152,0,1391,0,59370,0,3391,14,2213,48,422372,14569,28990923,Africa
141,Guyana,63473,16,1228,0,62143,13,102,1,79993,1548,596356,751565,793486,South America
142,Sudan,62117,0,4931,0,0,0,0,0,1359,108,562941,12313,45718917,Africa
143,New Caledonia,60517,0,312,0,60102,0,103,9,208312,1074,98964,340654,290512,Australia/Oceania
144,Bhutan,59163,109,21,0,57748,428,1394,1,75163,27,2298106,2919602,787130,Asia
145,Mauritania,58688,1,982,0,57695,1,11,0,12044,202,804074,165012,4872825,Africa
146,Belize,57497,0,676,0,56604,0,217,6,139959,1646,539513,1313284,410812,North America
147,Cabo Verde,56022,2,401,0,55553,2,68,23,98801,707,400982,707176,567019,Africa
148,Syria,55813,0,3150,0,52159,0,504,0,3054,172,146269,8003,18276998,Asia
149,Gabon,47602,0,304,0,47285,0,13,0,20504,131,1593622,686421,2321641,Africa
150,Papua New Guinea,43800,0,649,0,43100,0,51,7,4732,70,249149,26916,9256576,Australia/Oceania
151,Seychelles,42474,0,166,0,41727,0,581,0,427050,1669,0,0,99459,Africa
152,Curaçao,42241,0,274,0,41612,0,355,3,255512,1657,496693,3004452,165319,North America
153,Andorra,41349,0,153,0,40689,0,507,14,533597,1974,249838,3224091,77491,Europe
154,Burundi,39998,0,38,0,773,0,39187,0,3190,3,345742,27577,12537365,Africa
155,Mauritius,37642,0,990,0,35895,0,757,0,29509,776,358675,281176,1275624,Africa
156,Mayotte,37363,0,187,0,2964,0,34212,0,131174,657,176919,621128,284835,Africa
157,Togo,36985,0,273,0,36688,0,24,0,4284,32,729891,84546,8633056,Africa
158,Guinea,36459,0,440,0,35976,0,43,8,2645,32,660107,47892,13783232,Africa
159,Aruba,34846,0,212,0,34516,0,118,3,323866,1970,177885,1653299,107594,North America
160,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704402,569,778000,15812365,49202,Europe
161,Tanzania,33872,0,803,0,0,0,0,7,539,13,0,0,62840781,Africa
162,Bahamas,33558,17,798,9,32355,4,405,0,83872,1994,229817,574386,400109,North America
163,Lesotho,32910,0,697,0,24155,0,8058,0,15143,321,431221,198420,2173275,Africa
164,Mali,30833,18,732,0,29893,3,208,0,1446,34,666574,31271,21315811,Africa
165,Haiti,30690,0,835,0,29520,0,335,0,2633,72,132422,11360,11656465,North America
166,Isle of Man,28416,0,87,0,26794,0,1535,0,330977,1013,150753,1755902,85855,Europe
167,Benin,26952,0,163,0,25506,0,1283,5,2122,13,604310,47572,12703024,Africa
168,Somalia,26485,0,1350,0,13182,0,11953,0,1586,81,400466,23976,16702834,Africa
169,Congo,24079,0,385,0,20178,0,3516,0,4176,67,347815,60321,5766111,Africa
170,Saint Lucia,23394,0,368,0,22815,0,211,0,126345,1987,143281,773823,185160,North America
171,Timor-Leste,22867,4,130,0,22723,1,14,0,16761,95,262493,192400,1364310,Asia
172,Cayman Islands,22223,0,27,0,8553,0,13643,1,331034,402,222773,3318432,67132,North America
173,Burkina Faso,20853,0,382,0,20439,0,32,0,950,17,248995,11344,21949861,Africa
174,Nicaragua,18491,0,225,0,4225,0,14041,0,2732,33,0,0,6768539,North America
175,Gibraltar,17837,0,102,0,16579,0,1156,0,529712,3029,534283,15866807,33673,Europe
176,South Sudan,17461,0,138,0,13514,0,3809,1,1527,12,381528,33369,11433476,Africa
177,Tajikistan,17388,0,124,0,17264,0,0,0,1751,12,0,0,9928866,Asia
178,Liechtenstein,17185,14,84,0,16972,2,129,1,448367,2192,102174,2665780,38328,Europe
179,San Marino,16437,0,115,0,15960,0,362,4,482575,3376,149271,4382461,34061,Europe
180,Equatorial Guinea,15907,0,183,0,15698,0,26,5,10696,123,310972,209109,1487132,Africa
181,Djibouti,15611,0,189,0,15411,0,11,0,15392,186,303924,299655,1014246,Africa
182,Solomon Islands,14786,0,141,0,13307,0,1338,2,20604,196,5117,7130,717643,Australia/Oceania
183,CAR,14649,0,113,0,6859,0,7677,2,2940,23,81294,16314,4983150,Africa
184,Grenada,14629,0,220,0,14029,0,380,4,128917,1939,149943,1321363,113476,North America
185,Bermuda,13488,0,131,0,12981,0,376,0,218048,2118,876273,14165880,61858,North America
186,Dominica,12161,128,63,0,12025,96,73,0,168172,871,191084,2642457,72313,North America
187,Gambia,11995,0,365,0,11591,0,39,0,4721,144,155686,61278,2540633,Africa
188,Greenland,11971,0,21,0,2761,0,9189,4,210202,369,164926,2895979,56950,North America
189,Yemen,11818,0,2149,0,9009,0,660,23,381,69,265253,8549,31025628,Asia
190,Monaco,11770,8,54,0,11573,25,143,4,296101,1358,54960,1382642,39750,Europe
191,Saint Martin,10462,0,63,0,1399,0,9000,7,262403,1580,112382,2818711,39870,North America
192,Tonga,10196,0,11,0,8923,0,1262,0,94510,102,454376,4211748,107883,Australia/Oceania
193,Sint Maarten,10036,0,86,0,9878,0,72,10,229316,1965,62056,1417937,43765,North America
194,Eritrea,9734,0,103,0,9631,0,0,0,2677,28,23693,6516,3636085,Africa
195,Caribbean Netherlands,9729,0,34,0,9619,0,76,0,364819,1275,30126,1129669,26668,North America
196,Samoa,9592,0,19,0,1605,0,7968,4,47763,95,65949,328394,200823,Australia/Oceania
197,Niger,8941,13,309,0,8524,6,108,1,346,12,250347,9701,25806158,Africa
198,Guinea-Bissau,8202,0,171,0,7528,0,503,6,3995,83,134285,65411,2052942,Africa
199,Comoros,8100,0,160,0,7933,0,7,0,8966,177,0,0,903432,Africa
200,Sierra Leone,7681,0,125,0,0,0,0,0,928,15,259958,31421,8273255,Africa
201,Antigua and Barbuda,7626,0,136,0,7443,0,47,1,76713,1368,18901,190132,99410,North America
202,Vanuatu,7480,150,13,0,6726,0,741,3,23357,41,24976,77989,320252,Australia/Oceania
203,Liberia,7434,0,294,0,5747,0,1393,2,1409,56,139824,26508,5274765,Africa
204,Chad,7411,0,193,0,4874,0,2344,0,429,11,191341,11069,17286451,Africa
205,St. Vincent Grenadines,6786,2,106,0,6641,0,39,0,60815,950,98941,886695,111584,North America
206,British Virgin Islands,6355,0,62,0,0,0,0,1,207687,2026,103049,3367724,30599,North America
207,Turks and Caicos,5963,0,36,0,5862,0,65,4,150300,907,488787,12320084,39674,North America
208,Sao Tome and Principe,5957,0,73,0,5880,0,4,0,26290,322,29036,128142,226592,Africa
209,Saint Kitts and Nevis,5562,0,43,0,5518,0,1,0,103218,798,65141,1208867,53886,North America
210,Cook Islands,5031,0,1,0,4733,0,297,0,285966,57,16607,943955,17593,Australia/Oceania
211,Palau,4610,0,6,0,3984,0,620,1,252575,329,46016,2521148,18252,Australia/Oceania
212,St. Barth,4544,0,6,0,0,0,0,0,457511,604,78646,7918445,9932,North America
213,Kiribati,3082,1,13,0,2601,0,468,3,25098,106,0,0,122797,Australia/Oceania
214,Anguilla,2788,0,9,0,2766,0,13,4,182844,590,51382,3369753,15248,North America
215,Saint Pierre Miquelon,2701,0,1,0,2449,0,251,1,470394,174,23446,4083246,5742,North America
216,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,The remaining areas
217,Wallis and Futuna,454,0,7,0,438,0,9,0,41728,643,20508,1884926,10880,Australia/Oceania
218,Montserrat,241,25,2,0,176,1,63,0,48219,400,10033,2007403,4998,North America
219,Falkland Islands,128,0,0,0,0,0,0,0,34925,0,8632,2355252,3665,South America
220,Macao,82,0,0,0,82,0,0,0,123,0,5375,8077,665505,Asia
221,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe
222,Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59920,Australia/Oceania
223,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624158,Africa
224,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,The remaining areas
225,Niue,9,0,0,0,7,0,2,0,5468,0,0,0,1646,Australia/Oceania
226,Micronesia,7,4,0,0,1,0,6,0,60,0,0,0,117226,Australia/Oceania
227,Nauru,5,1,0,0,3,0,2,0,457,0,0,0,10948,Australia/Oceania
228,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110,Africa
